"LSOA11CD","LSOA11NM","WD17CD","WD17NM","WD17NMW","LAD17CD","LAD17NM","FID","LSOA name.x"
"E01007562","Doncaster 006E","E05010737","Hatfield",NA,"E08000017","Doncaster",7363,"Doncaster 006E"
"E01007563","Doncaster 006F","E05010737","Hatfield",NA,"E08000017","Doncaster",7366,"Doncaster 006F"
"E01007564","Doncaster 018A","E05010748","Wheatley Hills & Intake",NA,"E08000017","Doncaster",7409,"Doncaster 018A"
"E01007565","Doncaster 018B","E05010748","Wheatley Hills & Intake",NA,"E08000017","Doncaster",7414,"Doncaster 018B"
"E01007566","Doncaster 018C","E05010748","Wheatley Hills & Intake",NA,"E08000017","Doncaster",7419,"Doncaster 018C"
"E01007567","Doncaster 018D","E05010748","Wheatley Hills & Intake",NA,"E08000017","Doncaster",7420,"Doncaster 018D"
"E01007568","Doncaster 018E","E05010748","Wheatley Hills & Intake",NA,"E08000017","Doncaster",7421,"Doncaster 018E"
"E01007569","Doncaster 018F","E05010748","Wheatley Hills & Intake",NA,"E08000017","Doncaster",7422,"Doncaster 018F"
"E01007570","Doncaster 015A","E05010748","Wheatley Hills & Intake",NA,"E08000017","Doncaster",7423,"Doncaster 015A"
"E01007571","Doncaster 031A","E05010739","Mexborough",NA,"E08000017","Doncaster",7424,"Doncaster 031A"
"E01007572","Doncaster 031B","E05010739","Mexborough",NA,"E08000017","Doncaster",7425,"Doncaster 031B"
"E01007573","Doncaster 031C","E05010739","Mexborough",NA,"E08000017","Doncaster",7426,"Doncaster 031C"
"E01007574","Doncaster 031D","E05010739","Mexborough",NA,"E08000017","Doncaster",7427,"Doncaster 031D"
"E01007575","Doncaster 030A","E05010739","Mexborough",NA,"E08000017","Doncaster",7428,"Doncaster 030A"
"E01007576","Doncaster 031E","E05010739","Mexborough",NA,"E08000017","Doncaster",7429,"Doncaster 031E"
"E01007577","Doncaster 031F","E05010739","Mexborough",NA,"E08000017","Doncaster",7430,"Doncaster 031F"
"E01007578","Doncaster 030B","E05010739","Mexborough",NA,"E08000017","Doncaster",7431,"Doncaster 030B"
"E01007579","Doncaster 030C","E05010739","Mexborough",NA,"E08000017","Doncaster",7432,"Doncaster 030C"
"E01007580","Doncaster 030D","E05010739","Mexborough",NA,"E08000017","Doncaster",7433,"Doncaster 030D"
"E01007581","Doncaster 016A","E05010741","Roman Ridge",NA,"E08000017","Doncaster",7434,"Doncaster 016A"
"E01007582","Doncaster 016B","E05010741","Roman Ridge",NA,"E08000017","Doncaster",7435,"Doncaster 016B"
"E01007583","Doncaster 020A","E05010743","Sprotbrough",NA,"E08000017","Doncaster",7436,"Doncaster 020A"
"E01007584","Doncaster 021A","E05010731","Bentley",NA,"E08000017","Doncaster",7437,"Doncaster 021A"
"E01007585","Doncaster 021B","E05010743","Sprotbrough",NA,"E08000017","Doncaster",7438,"Doncaster 021B"
"E01007586","Doncaster 020B","E05010743","Sprotbrough",NA,"E08000017","Doncaster",7439,"Doncaster 020B"
"E01007587","Doncaster 020C","E05010743","Sprotbrough",NA,"E08000017","Doncaster",7440,"Doncaster 020C"
"E01007588","Doncaster 016C","E05010741","Roman Ridge",NA,"E08000017","Doncaster",7441,"Doncaster 016C"
"E01007589","Doncaster 016D","E05010741","Roman Ridge",NA,"E08000017","Doncaster",7442,"Doncaster 016D"
"E01007590","Doncaster 037A","E05010742","Rossington & Bawtry",NA,"E08000017","Doncaster",7443,"Doncaster 037A"
"E01007591","Doncaster 036A","E05010742","Rossington & Bawtry",NA,"E08000017","Doncaster",7444,"Doncaster 036A"
"E01007592","Doncaster 037B","E05010742","Rossington & Bawtry",NA,"E08000017","Doncaster",7445,"Doncaster 037B"
"E01007593","Doncaster 037C","E05010742","Rossington & Bawtry",NA,"E08000017","Doncaster",7446,"Doncaster 037C"
"E01007594","Doncaster 036B","E05010742","Rossington & Bawtry",NA,"E08000017","Doncaster",7447,"Doncaster 036B"
"E01007595","Doncaster 037D","E05010742","Rossington & Bawtry",NA,"E08000017","Doncaster",7448,"Doncaster 037D"
"E01007596","Doncaster 036C","E05010742","Rossington & Bawtry",NA,"E08000017","Doncaster",7449,"Doncaster 036C"
"E01007597","Doncaster 037E","E05010742","Rossington & Bawtry",NA,"E08000017","Doncaster",7450,"Doncaster 037E"
"E01007598","Doncaster 036D","E05010742","Rossington & Bawtry",NA,"E08000017","Doncaster",7253,"Doncaster 036D"
"E01007599","Doncaster 026A","E05010736","Finningley",NA,"E08000017","Doncaster",7265,"Doncaster 026A"
"E01007600","Doncaster 026B","E05010736","Finningley",NA,"E08000017","Doncaster",7271,"Doncaster 026B"
"E01007601","Doncaster 026C","E05010736","Finningley",NA,"E08000017","Doncaster",7281,"Doncaster 026C"
"E01007602","Doncaster 026D","E05010736","Finningley",NA,"E08000017","Doncaster",7285,"Doncaster 026D"
"E01007603","Doncaster 026E","E05010736","Finningley",NA,"E08000017","Doncaster",7291,"Doncaster 026E"
"E01007604","Doncaster 024D","E05010736","Finningley",NA,"E08000017","Doncaster",7297,"Doncaster 024D"
"E01007605","Doncaster 027C","E05010736","Finningley",NA,"E08000017","Doncaster",7303,"Doncaster 027C"
"E01007606","Doncaster 027D","E05010736","Finningley",NA,"E08000017","Doncaster",7309,"Doncaster 027D"
"E01007607","Doncaster 025E","E05010736","Finningley",NA,"E08000017","Doncaster",7315,"Doncaster 025E"
"E01007608","Doncaster 038A","E05010736","Finningley",NA,"E08000017","Doncaster",7405,"Doncaster 038A"
"E01007609","Doncaster 038B","E05010742","Rossington & Bawtry",NA,"E08000017","Doncaster",7411,"Doncaster 038B"
"E01007610","Doncaster 038C","E05010742","Rossington & Bawtry",NA,"E08000017","Doncaster",7416,"Doncaster 038C"
"E01007611","Doncaster 039A","E05010746","Tickhill & Wadsworth",NA,"E08000017","Doncaster",7454,"Doncaster 039A"
"E01007612","Doncaster 039B","E05010746","Tickhill & Wadsworth",NA,"E08000017","Doncaster",7457,"Doncaster 039B"
"E01007613","Doncaster 033D","E05010746","Tickhill & Wadsworth",NA,"E08000017","Doncaster",7461,"Doncaster 033D"
"E01007614","Doncaster 039C","E05010746","Tickhill & Wadsworth",NA,"E08000017","Doncaster",7465,"Doncaster 039C"
"E01007615","Doncaster 039D","E05010746","Tickhill & Wadsworth",NA,"E08000017","Doncaster",7466,"Doncaster 039D"
"E01007616","Doncaster 039E","E05010746","Tickhill & Wadsworth",NA,"E08000017","Doncaster",7467,"Doncaster 039E"
"E01007617","Doncaster 021C","E05010743","Sprotbrough",NA,"E08000017","Doncaster",7468,"Doncaster 021C"
"E01007618","Doncaster 021D","E05010743","Sprotbrough",NA,"E08000017","Doncaster",7469,"Doncaster 021D"
"E01007619","Doncaster 021E","E05010743","Sprotbrough",NA,"E08000017","Doncaster",7470,"Doncaster 021E"
"E01007620","Doncaster 020D","E05010733","Conisbrough",NA,"E08000017","Doncaster",7471,"Doncaster 020D"
"E01007621","Doncaster 007A","E05010734","Edenthorpe & Kirk Sandall",NA,"E08000017","Doncaster",7472,"Doncaster 007A"
"E01007622","Doncaster 007B","E05010734","Edenthorpe & Kirk Sandall",NA,"E08000017","Doncaster",7473,"Doncaster 007B"
"E01007623","Doncaster 007C","E05010734","Edenthorpe & Kirk Sandall",NA,"E08000017","Doncaster",7474,"Doncaster 007C"
"E01007624","Doncaster 007D","E05010744","Stainforth & Barnby Dun",NA,"E08000017","Doncaster",7475,"Doncaster 007D"
"E01007625","Doncaster 004A","E05010740","Norton & Askern",NA,"E08000017","Doncaster",7476,"Doncaster 004A"
"E01007626","Doncaster 004B","E05010744","Stainforth & Barnby Dun",NA,"E08000017","Doncaster",7477,"Doncaster 004B"
"E01007627","Doncaster 004C","E05010744","Stainforth & Barnby Dun",NA,"E08000017","Doncaster",7478,"Doncaster 004C"
"E01007628","Doncaster 004D","E05010744","Stainforth & Barnby Dun",NA,"E08000017","Doncaster",7479,"Doncaster 004D"
"E01007629","Doncaster 004E","E05010744","Stainforth & Barnby Dun",NA,"E08000017","Doncaster",7480,"Doncaster 004E"
"E01007630","Doncaster 007E","E05010744","Stainforth & Barnby Dun",NA,"E08000017","Doncaster",7481,"Doncaster 007E"
"E01007631","Doncaster 007F","E05010744","Stainforth & Barnby Dun",NA,"E08000017","Doncaster",7482,"Doncaster 007F"
"E01007632","Doncaster 001A","E05010745","Thorne & Moorends",NA,"E08000017","Doncaster",7483,"Doncaster 001A"
"E01007633","Doncaster 001B","E05010745","Thorne & Moorends",NA,"E08000017","Doncaster",7484,"Doncaster 001B"
"E01007634","Doncaster 001C","E05010745","Thorne & Moorends",NA,"E08000017","Doncaster",7485,"Doncaster 001C"
"E01007635","Doncaster 001D","E05010745","Thorne & Moorends",NA,"E08000017","Doncaster",7486,"Doncaster 001D"
"E01007636","Doncaster 003A","E05010745","Thorne & Moorends",NA,"E08000017","Doncaster",7487,"Doncaster 003A"
"E01007637","Doncaster 003B","E05010745","Thorne & Moorends",NA,"E08000017","Doncaster",7488,"Doncaster 003B"
"E01007638","Doncaster 003C","E05010745","Thorne & Moorends",NA,"E08000017","Doncaster",7489,"Doncaster 003C"
"E01007639","Doncaster 003D","E05010745","Thorne & Moorends",NA,"E08000017","Doncaster",7490,"Doncaster 003D"
"E01007640","Doncaster 003E","E05010745","Thorne & Moorends",NA,"E08000017","Doncaster",7491,"Doncaster 003E"
"E01007641","Doncaster 003F","E05010745","Thorne & Moorends",NA,"E08000017","Doncaster",7492,"Doncaster 003F"
"E01007642","Doncaster 003G","E05010745","Thorne & Moorends",NA,"E08000017","Doncaster",7493,"Doncaster 003G"
"E01007643","Doncaster 022D","E05010747","Town",NA,"E08000017","Doncaster",7494,"Doncaster 022D"
"E01007644","Doncaster 019A","E05010747","Town",NA,"E08000017","Doncaster",7495,"Doncaster 019A"
"E01007645","Doncaster 022E","E05010747","Town",NA,"E08000017","Doncaster",7496,"Doncaster 022E"
"E01007646","Doncaster 019B","E05010747","Town",NA,"E08000017","Doncaster",7497,"Doncaster 019B"
"E01007647","Doncaster 019C","E05010747","Town",NA,"E08000017","Doncaster",7498,"Doncaster 019C"
"E01007648","Doncaster 019D","E05010747","Town",NA,"E08000017","Doncaster",7254,"Doncaster 019D"
"E01007649","Doncaster 019E","E05010747","Town",NA,"E08000017","Doncaster",7260,"Doncaster 019E"
"E01007650","Doncaster 015B","E05010748","Wheatley Hills & Intake",NA,"E08000017","Doncaster",7266,"Doncaster 015B"
"E01007651","Doncaster 015C","E05010748","Wheatley Hills & Intake",NA,"E08000017","Doncaster",7273,"Doncaster 015C"
"E01007652","Doncaster 015D","E05010748","Wheatley Hills & Intake",NA,"E08000017","Doncaster",7274,"Doncaster 015D"
"E01007653","Doncaster 015E","E05010747","Town",NA,"E08000017","Doncaster",7278,"Doncaster 015E"
"E01007654","Doncaster 019F","E05010747","Town",NA,"E08000017","Doncaster",7282,"Doncaster 019F"
"E01007655","Doncaster 022F","E05010747","Town",NA,"E08000017","Doncaster",7288,"Doncaster 022F"
"E01007656","Doncaster 015F","E05010748","Wheatley Hills & Intake",NA,"E08000017","Doncaster",7294,"Doncaster 015F"
"E01007657","Rotherham 029A","E05008935","Anston and Woodsetts",NA,"E08000018","Rotherham",7300,"Rotherham 029A"
"E01007658","Rotherham 032A","E05008935","Anston and Woodsetts",NA,"E08000018","Rotherham",7306,"Rotherham 032A"
"E01007659","Rotherham 029B","E05008935","Anston and Woodsetts",NA,"E08000018","Rotherham",7312,"Rotherham 029B"
"E01007660","Rotherham 032B","E05008935","Anston and Woodsetts",NA,"E08000018","Rotherham",7318,"Rotherham 032B"
"E01007661","Rotherham 032C","E05008935","Anston and Woodsetts",NA,"E08000018","Rotherham",7358,"Rotherham 032C"
"E01007662","Rotherham 032D","E05008935","Anston and Woodsetts",NA,"E08000018","Rotherham",7361,"Rotherham 032D"
"E01007663","Rotherham 032E","E05008935","Anston and Woodsetts",NA,"E08000018","Rotherham",7364,"Rotherham 032E"
"E01007664","Rotherham 032F","E05008935","Anston and Woodsetts",NA,"E08000018","Rotherham",7367,"Rotherham 032F"
"E01007665","Rotherham 027A","E05001028","Rother Vale",NA,"E08000018","Rotherham",7408,"Rotherham 027A"
"E01007666","Rotherham 026A","E05001023","Holderness",NA,"E08000018","Rotherham",7413,"Rotherham 026A"
"E01007667","Rotherham 030A","E05001023","Holderness",NA,"E08000018","Rotherham",7418,"Rotherham 030A"
"E01007668","Rotherham 030B","E05001023","Holderness",NA,"E08000018","Rotherham",7452,"Rotherham 030B"
"E01007669","Rotherham 030C","E05001023","Holderness",NA,"E08000018","Rotherham",7455,"Rotherham 030C"
"E01007670","Rotherham 030D","E05001023","Holderness",NA,"E08000018","Rotherham",7458,"Rotherham 030D"
"E01007671","Rotherham 031A","E05001028","Rother Vale",NA,"E08000018","Rotherham",7462,"Rotherham 031A"
"E01007672","Rotherham 030E","E05001023","Holderness",NA,"E08000018","Rotherham",7500,"Rotherham 030E"
"E01007673","Rotherham 030F","E05001023","Holderness",NA,"E08000018","Rotherham",7503,"Rotherham 030F"
"E01007674","Rotherham 031B","E05001023","Holderness",NA,"E08000018","Rotherham",7506,"Rotherham 031B"
"E01007675","Rotherham 023A","E05001019","Boston Castle",NA,"E08000018","Rotherham",7509,"Rotherham 023A"
"E01007676","Rotherham 025A","E05001020","Brinsworth and Catcliffe",NA,"E08000018","Rotherham",7551,"Rotherham 025A"
"E01007677","Rotherham 017A","E05001019","Boston Castle",NA,"E08000018","Rotherham",7553,"Rotherham 017A"
"E01007678","Rotherham 023B","E05001019","Boston Castle",NA,"E08000018","Rotherham",7555,"Rotherham 023B"
"E01007679","Rotherham 023C","E05001019","Boston Castle",NA,"E08000018","Rotherham",7556,"Rotherham 023C"
"E01007680","Rotherham 023D","E05001019","Boston Castle",NA,"E08000018","Rotherham",7557,"Rotherham 023D"
"E01007681","Rotherham 012A","E05001037","Wickersley",NA,"E08000018","Rotherham",7558,"Rotherham 012A"
"E01007682","Rotherham 019A","E05001037","Wickersley",NA,"E08000018","Rotherham",7559,"Rotherham 019A"
"E01007683","Rotherham 019B","E05001031","Silverwood",NA,"E08000018","Rotherham",7560,"Rotherham 019B"
"E01007684","Rotherham 022A","E05001037","Wickersley",NA,"E08000018","Rotherham",7561,"Rotherham 022A"
"E01007685","Rotherham 018A","E05001022","Hellaby",NA,"E08000018","Rotherham",7562,"Rotherham 018A"
"E01007686","Rotherham 019C","E05001037","Wickersley",NA,"E08000018","Rotherham",7563,"Rotherham 019C"
"E01007687","Rotherham 022B","E05001022","Hellaby",NA,"E08000018","Rotherham",7564,"Rotherham 022B"
"E01007688","Rotherham 019D","E05001037","Wickersley",NA,"E08000018","Rotherham",7565,"Rotherham 019D"
"E01007689","Rotherham 022C","E05001022","Hellaby",NA,"E08000018","Rotherham",7566,"Rotherham 022C"
"E01007690","Rotherham 022D","E05001022","Hellaby",NA,"E08000018","Rotherham",7567,"Rotherham 022D"
"E01007691","Rotherham 012B","E05001031","Silverwood",NA,"E08000018","Rotherham",7568,"Rotherham 012B"
"E01007692","Rotherham 012C","E05001031","Silverwood",NA,"E08000018","Rotherham",7569,"Rotherham 012C"
"E01007693","Rotherham 001A","E05001024","Hoober",NA,"E08000018","Rotherham",7570,"Rotherham 001A"
"E01007694","Rotherham 001B","E05001024","Hoober",NA,"E08000018","Rotherham",7571,"Rotherham 001B"
"E01007695","Rotherham 001C","E05001024","Hoober",NA,"E08000018","Rotherham",7572,"Rotherham 001C"
"E01007696","Rotherham 007A","E05001024","Hoober",NA,"E08000018","Rotherham",7573,"Rotherham 007A"
"E01007697","Rotherham 001D","E05001024","Hoober",NA,"E08000018","Rotherham",7574,"Rotherham 001D"
"E01007698","Rotherham 001E","E05001024","Hoober",NA,"E08000018","Rotherham",7251,"Rotherham 001E"
"E01007699","Rotherham 027B","E05001020","Brinsworth and Catcliffe",NA,"E08000018","Rotherham",7258,"Rotherham 027B"
"E01007700","Rotherham 027C","E05001028","Rother Vale",NA,"E08000018","Rotherham",7262,"Rotherham 027C"
"E01007701","Rotherham 027D","E05001028","Rother Vale",NA,"E08000018","Rotherham",7268,"Rotherham 027D"
"E01007702","Rotherham 025B","E05001020","Brinsworth and Catcliffe",NA,"E08000018","Rotherham",7276,"Rotherham 025B"
"E01007703","Rotherham 025C","E05001020","Brinsworth and Catcliffe",NA,"E08000018","Rotherham",7286,"Rotherham 025C"
"E01007704","Rotherham 025D","E05001020","Brinsworth and Catcliffe",NA,"E08000018","Rotherham",7292,"Rotherham 025D"
"E01007705","Rotherham 025E","E05001020","Brinsworth and Catcliffe",NA,"E08000018","Rotherham",7298,"Rotherham 025E"
"E01007706","Rotherham 027E","E05001020","Brinsworth and Catcliffe",NA,"E08000018","Rotherham",7304,"Rotherham 027E"
"E01007707","Rotherham 025F","E05001020","Brinsworth and Catcliffe",NA,"E08000018","Rotherham",7310,"Rotherham 025F"
"E01007708","Rotherham 021A","E05001034","Valley",NA,"E08000018","Rotherham",7316,"Rotherham 021A"
"E01007709","Rotherham 021B","E05001032","Sitwell",NA,"E08000018","Rotherham",7359,"Rotherham 021B"
"E01007710","Rotherham 021C","E05001034","Valley",NA,"E08000018","Rotherham",7362,"Rotherham 021C"
"E01007711","Rotherham 021D","E05001032","Sitwell",NA,"E08000018","Rotherham",7365,"Rotherham 021D"
"E01007712","Rotherham 023E","E05001032","Sitwell",NA,"E08000018","Rotherham",7369,"Rotherham 023E"
"E01007713","Rotherham 023F","E05001032","Sitwell",NA,"E08000018","Rotherham",7370,"Rotherham 023F"
"E01007714","Rotherham 017B","E05001019","Boston Castle",NA,"E08000018","Rotherham",7371,"Rotherham 017B"
"E01007715","Rotherham 016A","E05001030","Rotherham West",NA,"E08000018","Rotherham",7372,"Rotherham 016A"
"E01007716","Rotherham 016B","E05001030","Rotherham West",NA,"E08000018","Rotherham",7373,"Rotherham 016B"
"E01007717","Rotherham 016C","E05001030","Rotherham West",NA,"E08000018","Rotherham",7374,"Rotherham 016C"
"E01007718","Rotherham 016D","E05001030","Rotherham West",NA,"E08000018","Rotherham",7375,"Rotherham 016D"
"E01007719","Rotherham 010A","E05001034","Valley",NA,"E08000018","Rotherham",7376,"Rotherham 010A"
"E01007720","Rotherham 010B","E05001031","Silverwood",NA,"E08000018","Rotherham",7377,"Rotherham 010B"
"E01007721","Rotherham 010C","E05001034","Valley",NA,"E08000018","Rotherham",7378,"Rotherham 010C"
"E01007723","Rotherham 013A","E05001034","Valley",NA,"E08000018","Rotherham",7379,"Rotherham 013A"
"E01007724","Rotherham 021E","E05001034","Valley",NA,"E08000018","Rotherham",7380,"Rotherham 021E"
"E01007725","Rotherham 019E","E05001037","Wickersley",NA,"E08000018","Rotherham",7381,"Rotherham 019E"
"E01007726","Rotherham 019F","E05001037","Wickersley",NA,"E08000018","Rotherham",7382,"Rotherham 019F"
"E01007727","Rotherham 010D","E05001031","Silverwood",NA,"E08000018","Rotherham",7383,"Rotherham 010D"
"E01007728","Rotherham 009A","E05001038","Wingfield",NA,"E08000018","Rotherham",7384,"Rotherham 009A"
"E01007729","Rotherham 009B","E05001038","Wingfield",NA,"E08000018","Rotherham",7385,"Rotherham 009B"
"E01007730","Rotherham 009C","E05001038","Wingfield",NA,"E08000018","Rotherham",7386,"Rotherham 009C"
"E01007731","Rotherham 009D","E05001038","Wingfield",NA,"E08000018","Rotherham",7387,"Rotherham 009D"
"E01007732","Rotherham 009E","E05001038","Wingfield",NA,"E08000018","Rotherham",7388,"Rotherham 009E"
"E01007733","Rotherham 009F","E05001038","Wingfield",NA,"E08000018","Rotherham",7389,"Rotherham 009F"
"E01007734","Rotherham 021F","E05001029","Rotherham East",NA,"E08000018","Rotherham",7390,"Rotherham 021F"
"E01007735","Rotherham 013B","E05001029","Rotherham East",NA,"E08000018","Rotherham",7391,"Rotherham 013B"
"E01007736","Rotherham 014A","E05001029","Rotherham East",NA,"E08000018","Rotherham",7392,"Rotherham 014A"
"E01007737","Rotherham 013C","E05001034","Valley",NA,"E08000018","Rotherham",7393,"Rotherham 013C"
"E01007738","Rotherham 013D","E05001029","Rotherham East",NA,"E08000018","Rotherham",7394,"Rotherham 013D"
"E01007739","Rotherham 013E","E05001029","Rotherham East",NA,"E08000018","Rotherham",7395,"Rotherham 013E"
"E01007740","Rotherham 011A","E05001038","Wingfield",NA,"E08000018","Rotherham",7396,"Rotherham 011A"
"E01007741","Rotherham 015A","E05001030","Rotherham West",NA,"E08000018","Rotherham",7397,"Rotherham 015A"
"E01007742","Rotherham 015B","E05001025","Keppel",NA,"E08000018","Rotherham",7398,"Rotherham 015B"
"E01007743","Rotherham 015C","E05001025","Keppel",NA,"E08000018","Rotherham",7399,"Rotherham 015C"
"E01007744","Rotherham 015D","E05001030","Rotherham West",NA,"E08000018","Rotherham",7400,"Rotherham 015D"
"E01007745","Rotherham 015E","E05001030","Rotherham West",NA,"E08000018","Rotherham",7401,"Rotherham 015E"
"E01007746","Rotherham 015F","E05001030","Rotherham West",NA,"E08000018","Rotherham",7402,"Rotherham 015F"
"E01007747","Rotherham 031C","E05001035","Wales",NA,"E08000018","Rotherham",7403,"Rotherham 031C"
"E01007748","Rotherham 033A","E05001035","Wales",NA,"E08000018","Rotherham",7404,"Rotherham 033A"
"E01007749","Rotherham 033B","E05001035","Wales",NA,"E08000018","Rotherham",7256,"Rotherham 033B"
"E01007750","Rotherham 031D","E05001035","Wales",NA,"E08000018","Rotherham",7264,"Rotherham 031D"
"E01007751","Rotherham 033C","E05001035","Wales",NA,"E08000018","Rotherham",7270,"Rotherham 033C"
"E01007752","Rotherham 033D","E05001035","Wales",NA,"E08000018","Rotherham",7280,"Rotherham 033D"
"E01007753","Rotherham 033E","E05001035","Wales",NA,"E08000018","Rotherham",7287,"Rotherham 033E"
"E01007754","Rotherham 018B","E05001022","Hellaby",NA,"E08000018","Rotherham",7293,"Rotherham 018B"
"E01007755","Rotherham 018C","E05001026","Maltby",NA,"E08000018","Rotherham",7299,"Rotherham 018C"
"E01007756","Rotherham 018D","E05001022","Hellaby",NA,"E08000018","Rotherham",7305,"Rotherham 018D"
"E01007757","Rotherham 020A","E05001026","Maltby",NA,"E08000018","Rotherham",7311,"Rotherham 020A"
"E01007758","Rotherham 020B","E05001026","Maltby",NA,"E08000018","Rotherham",7317,"Rotherham 020B"
"E01007759","Rotherham 020C","E05001026","Maltby",NA,"E08000018","Rotherham",7406,"Rotherham 020C"
"E01007760","Rotherham 020D","E05001026","Maltby",NA,"E08000018","Rotherham",7410,"Rotherham 020D"
"E01007761","Rotherham 018E","E05001022","Hellaby",NA,"E08000018","Rotherham",7415,"Rotherham 018E"
"E01007762","Rotherham 018F","E05001026","Maltby",NA,"E08000018","Rotherham",7451,"Rotherham 018F"
"E01007763","Rotherham 020E","E05001026","Maltby",NA,"E08000018","Rotherham",7453,"Rotherham 020E"
"E01007764","Rotherham 020F","E05001026","Maltby",NA,"E08000018","Rotherham",7456,"Rotherham 020F"
"E01007765","Rotherham 014B","E05001019","Boston Castle",NA,"E08000018","Rotherham",7460,"Rotherham 014B"
"E01007766","Rotherham 014C","E05001029","Rotherham East",NA,"E08000018","Rotherham",7464,"Rotherham 014C"
"E01007767","Rotherham 017C","E05001019","Boston Castle",NA,"E08000018","Rotherham",7502,"Rotherham 017C"
"E01007768","Rotherham 014D","E05001029","Rotherham East",NA,"E08000018","Rotherham",7505,"Rotherham 014D"
"E01007769","Rotherham 017D","E05001029","Rotherham East",NA,"E08000018","Rotherham",7508,"Rotherham 017D"
"E01007770","Rotherham 014E","E05001029","Rotherham East",NA,"E08000018","Rotherham",7550,"Rotherham 014E"
"E01007771","Rotherham 006A","E05001027","Rawmarsh",NA,"E08000018","Rotherham",7552,"Rotherham 006A"
"E01007772","Rotherham 006B","E05001031","Silverwood",NA,"E08000018","Rotherham",7554,"Rotherham 006B"
"E01007773","Rotherham 006C","E05001031","Silverwood",NA,"E08000018","Rotherham",7575,"Rotherham 006C"
"E01007774","Rotherham 006D","E05001031","Silverwood",NA,"E08000018","Rotherham",7576,"Rotherham 006D"
"E01007775","Rotherham 008A","E05001027","Rawmarsh",NA,"E08000018","Rotherham",7577,"Rotherham 008A"
"E01007776","Rotherham 008B","E05001027","Rawmarsh",NA,"E08000018","Rotherham",7578,"Rotherham 008B"
"E01007777","Rotherham 004A","E05001033","Swinton",NA,"E08000018","Rotherham",7579,"Rotherham 004A"
"E01007778","Rotherham 005A","E05001027","Rawmarsh",NA,"E08000018","Rotherham",7580,"Rotherham 005A"
"E01007779","Rotherham 005B","E05001024","Hoober",NA,"E08000018","Rotherham",7581,"Rotherham 005B"
"E01007780","Rotherham 005C","E05001027","Rawmarsh",NA,"E08000018","Rotherham",7582,"Rotherham 005C"
"E01007781","Rotherham 005D","E05001027","Rawmarsh",NA,"E08000018","Rotherham",7583,"Rotherham 005D"
"E01007782","Rotherham 005E","E05001027","Rawmarsh",NA,"E08000018","Rotherham",7584,"Rotherham 005E"
"E01007783","Rotherham 008C","E05001027","Rawmarsh",NA,"E08000018","Rotherham",7585,"Rotherham 008C"
"E01007784","Rotherham 008D","E05001027","Rawmarsh",NA,"E08000018","Rotherham",7586,"Rotherham 008D"
"E01007785","Rotherham 029C","E05008936","Dinnington",NA,"E08000018","Rotherham",7587,"Rotherham 029C"
"E01007786","Rotherham 029D","E05008936","Dinnington",NA,"E08000018","Rotherham",7588,"Rotherham 029D"
"E01007787","Rotherham 028A","E05008936","Dinnington",NA,"E08000018","Rotherham",7589,"Rotherham 028A"
"E01007788","Rotherham 028B","E05008936","Dinnington",NA,"E08000018","Rotherham",7590,"Rotherham 028B"
"E01007789","Rotherham 028C","E05008936","Dinnington",NA,"E08000018","Rotherham",7591,"Rotherham 028C"
"E01007790","Rotherham 029E","E05008936","Dinnington",NA,"E08000018","Rotherham",7592,"Rotherham 029E"
"E01007791","Rotherham 029F","E05008936","Dinnington",NA,"E08000018","Rotherham",7593,"Rotherham 029F"
"E01007792","Rotherham 028D","E05008936","Dinnington",NA,"E08000018","Rotherham",7594,"Rotherham 028D"
"E01007793","Rotherham 004B","E05001033","Swinton",NA,"E08000018","Rotherham",7595,"Rotherham 004B"
"E01007794","Rotherham 004C","E05001033","Swinton",NA,"E08000018","Rotherham",7596,"Rotherham 004C"
"E01007795","Rotherham 004D","E05001033","Swinton",NA,"E08000018","Rotherham",7597,"Rotherham 004D"
"E01007796","Rotherham 003A","E05001033","Swinton",NA,"E08000018","Rotherham",7598,"Rotherham 003A"
"E01007797","Rotherham 003B","E05001033","Swinton",NA,"E08000018","Rotherham",7599,"Rotherham 003B"
"E01007798","Rotherham 003C","E05001033","Swinton",NA,"E08000018","Rotherham",7600,"Rotherham 003C"
"E01007799","Rotherham 003D","E05001036","Wath",NA,"E08000018","Rotherham",7601,"Rotherham 003D"
"E01007800","Rotherham 003E","E05001033","Swinton",NA,"E08000018","Rotherham",7602,"Rotherham 003E"
"E01007801","Rotherham 007B","E05001025","Keppel",NA,"E08000018","Rotherham",7603,"Rotherham 007B"
"E01007802","Rotherham 007C","E05001025","Keppel",NA,"E08000018","Rotherham",7604,"Rotherham 007C"
"E01007803","Rotherham 007D","E05001025","Keppel",NA,"E08000018","Rotherham",7605,"Rotherham 007D"
"E01007804","Rotherham 011B","E05001025","Keppel",NA,"E08000018","Rotherham",7606,"Rotherham 011B"
"E01007805","Rotherham 011C","E05001025","Keppel",NA,"E08000018","Rotherham",7607,"Rotherham 011C"
"E01007806","Rotherham 011D","E05001038","Wingfield",NA,"E08000018","Rotherham",7608,"Rotherham 011D"
"E01007807","Rotherham 011E","E05001038","Wingfield",NA,"E08000018","Rotherham",7609,"Rotherham 011E"
"E01007808","Rotherham 007E","E05001025","Keppel",NA,"E08000018","Rotherham",7610,"Rotherham 007E"
