"LSOA11CD","LSOA11NM","WD17CD","WD17NM","WD17NMW","LAD17CD","LAD17NM","FID","LSOA name.x"
"E01019816","North East Derbyshire 002D","E05003436","Ridgeway and Marsh Lane",NA,"E07000038","North East Derbyshire",19272,"North East Derbyshire 002D"
"E01020096","North Devon 009A","E05003538","Central Town",NA,"E07000043","North Devon",19415,"North Devon 009A"
"E01020137","North Devon 013E","E05003557","South Molton",NA,"E07000043","North Devon",19496,"North Devon 013E"
"E01020702","County Durham 033B","E05009070","Neville's Cross",NA,"E06000047","County Durham",20138,"County Durham 033B"
"E01020789","County Durham 040B","E05009086","Trimdon and Thornley",NA,"E06000047","County Durham",20170,"County Durham 040B"
"E01020938","Eastbourne 009A","E05003924","Old Town",NA,"E07000061","Eastbourne",20267,"Eastbourne 009A"
"E01021147","Wealden 013B","E05003988","Chiddingly and East Hoathly",NA,"E07000065","Wealden",20625,"Wealden 013B"
"E01021461","Brentwood 004D","E05004077","Pilgrims Hatch",NA,"E07000068","Brentwood",20962,"Brentwood 004D"
"E01022131","Cheltenham 006A","E05004297","Oakley",NA,"E07000078","Cheltenham",21590,"Cheltenham 006A"
"E01022946","Havant 015D","E05004574","Hayling West",NA,"E07000090","Havant",22376,"Havant 015D"
"E01023270","Winchester 005F","E05011005","St Paul",NA,"E07000094","Winchester",22464,"Winchester 005F"
"E01023354","Dacorum 018B","E05004694","Apsley and Corner Hall",NA,"E07000096","Dacorum",22629,"Dacorum 018B"
"E01023511","East Hertfordshire 013B","E05004741","Ware Chadwell",NA,"E07000242","East Hertfordshire",22926,"East Hertfordshire 013B"
"E01023937","Welwyn Hatfield 013E","E05011071","Welham Green and Hatfield South",NA,"E07000241","Welwyn Hatfield",23212,"Welwyn Hatfield 013E"
"E01024182","Dartford 003C","E05004940","Town",NA,"E07000107","Dartford",23323,"Dartford 003C"
"E01024388","Maidstone 015D","E05005002","Park Wood",NA,"E07000110","Maidstone",23988,"Maidstone 015D"
"E01024567","Swale 009C","E05009564","The Meads",NA,"E07000113","Swale",23783,"Swale 009C"
"E01025100","Lancaster 017A","E05009606","Marsh",NA,"E07000121","Lancaster",24489,"Lancaster 017A"
"E01025159","Lancaster 003D","E05009593","Bolton & Slyne",NA,"E07000121","Lancaster",24595,"Lancaster 003D"
"E01025164","Lancaster 020D","E05009614","Torrisholme",NA,"E07000121","Lancaster",24600,"Lancaster 020D"
"E01025305","Preston 016F","E05005289","Town Centre",NA,"E07000123","Preston",24460,"Preston 016F"
"E01025306","Preston 017D","E05005289","Town Centre",NA,"E07000123","Preston",24461,"Preston 017D"
"E01025326","Ribble Valley 004B","E05005299","Derby and Thornley",NA,"E07000124","Ribble Valley",24511,"Ribble Valley 004B"
"E01025585","Wyre 009C","E05009948","Pilling",NA,"E07000128","Wyre",25057,"Wyre 009C"
"E01025627","Blaby 006C","E05005413","Enderby and St John's",NA,"E07000129","Blaby",25111,"Blaby 006C"
"E01026340","South Kesteven 002B","E05010171","Peascliffe & Ridgeway",NA,"E07000141","South Kesteven",25659,"South Kesteven 002B"
"E01026385","West Lindsey 005A","E05009643","Hemswell",NA,"E07000142","West Lindsey",25704,"West Lindsey 005A"
"E01027078","East Northamptonshire 004C","E05005986","Woodford",NA,"E07000152","East Northamptonshire",26307,"East Northamptonshire 004C"
"E01027223","Northampton 025A","E05008828","Castle",NA,"E07000154","Northampton",26571,"Northampton 025A"
"E01027559","Craven 001B","E05006191","Bentham",NA,"E07000163","Craven",26898,"Craven 001B"
"E01027664","Harrogate 008B","E05006246","Killinghall",NA,"E07000165","Harrogate",27074,"Harrogate 008B"
"E01027682","Harrogate 018A","E05006252","Lower Nidderdale",NA,"E07000165","Harrogate",27092,"Harrogate 018A"
"E01027684","Harrogate 016B","E05006253","Marston Moor",NA,"E07000165","Harrogate",27094,"Harrogate 016B"
"E01027799","Ryedale 007E","E05006313","Sheriff Hutton",NA,"E07000167","Ryedale",26935,"Ryedale 007E"
"E01027808","Scarborough 011B","E05006318","Cayton",NA,"E07000168","Scarborough",26944,"Scarborough 011B"
"E01027875","Selby 002A","E05010044","Appleton Roebuck & Church Fenton",NA,"E07000169","Selby",26981,"Selby 002A"
"E01027895","Selby 007E","E05010061","Thorpe Willoughby",NA,"E07000169","Selby",27053,"Selby 007E"
"E01027914","Selby 004B","E05010058","Sherburn in Elmet",NA,"E07000169","Selby",27072,"Selby 004B"
"E01027922","Selby 001E","E05010060","Tadcaster",NA,"E07000169","Selby",27258,"Selby 001E"
"E01027923","Selby 010C","E05010062","Whitley",NA,"E07000169","Selby",27259,"Selby 010C"
"E01027961","Ashfield 011B","E05010689","Selston",NA,"E07000170","Ashfield",27300,"Ashfield 011B"
"E01028000","Bassetlaw 001A","E05006378","Blyth",NA,"E07000171","Bassetlaw",27461,"Bassetlaw 001A"
"E01028001","Bassetlaw 004A","E05006379","Carlton",NA,"E07000171","Bassetlaw",27462,"Bassetlaw 004A"
"E01028004","Bassetlaw 004D","E05006379","Carlton",NA,"E07000171","Bassetlaw",27465,"Bassetlaw 004D"
"E01028014","Bassetlaw 005B","E05006383","East Retford North",NA,"E07000171","Bassetlaw",27475,"Bassetlaw 005B"
"E01028023","Bassetlaw 003A","E05006386","Everton",NA,"E07000171","Bassetlaw",27418,"Bassetlaw 003A"
"E01028024","Bassetlaw 001B","E05006387","Harworth",NA,"E07000171","Bassetlaw",27422,"Bassetlaw 001B"
"E01028025","Bassetlaw 001C","E05006387","Harworth",NA,"E07000171","Bassetlaw",27426,"Bassetlaw 001C"
"E01028026","Bassetlaw 001D","E05006387","Harworth",NA,"E07000171","Bassetlaw",27430,"Bassetlaw 001D"
"E01028027","Bassetlaw 001E","E05006387","Harworth",NA,"E07000171","Bassetlaw",27434,"Bassetlaw 001E"
"E01028028","Bassetlaw 001F","E05006387","Harworth",NA,"E07000171","Bassetlaw",27438,"Bassetlaw 001F"
"E01028029","Bassetlaw 004E","E05006388","Langold",NA,"E07000171","Bassetlaw",27442,"Bassetlaw 004E"
"E01028034","Bassetlaw 003B","E05006391","Ranskill",NA,"E07000171","Bassetlaw",27482,"Bassetlaw 003B"
"E01028047","Bassetlaw 006B","E05006397","Worksop North",NA,"E07000171","Bassetlaw",27533,"Bassetlaw 006B"
"E01028048","Bassetlaw 006C","E05006397","Worksop North",NA,"E07000171","Bassetlaw",27534,"Bassetlaw 006C"
"E01028056","Bassetlaw 009B","E05006399","Worksop North West",NA,"E07000171","Bassetlaw",27542,"Bassetlaw 009B"
"E01028058","Bassetlaw 009C","E05006399","Worksop North West",NA,"E07000171","Bassetlaw",27544,"Bassetlaw 009C"
"E01028062","Bassetlaw 013C","E05006400","Worksop South",NA,"E07000171","Bassetlaw",27549,"Bassetlaw 013C"
"E01028189","Gedling 001A","E05009701","Newstead Abbey",NA,"E07000173","Gedling",27346,"Gedling 001A"
"E01028295","Newark and Sherwood 005A","E05010066","Bilsthorpe",NA,"E07000175","Newark and Sherwood",27385,"Newark and Sherwood 005A"
"E01028297","Newark and Sherwood 005B","E05010066","Bilsthorpe",NA,"E07000175","Newark and Sherwood",27387,"Newark and Sherwood 005B"
"E01028336","Newark and Sherwood 012D","E05010083","Trent",NA,"E07000175","Newark and Sherwood",27613,"Newark and Sherwood 012D"
"E01028980","Shropshire 028D","E05008186","Severn Valley",NA,"E06000051","Shropshire",28091,"Shropshire 028D"
"E01029059","Mendip 013B","E05006768","Croscombe and Pilton",NA,"E07000187","Mendip",28216,"Mendip 013B"
"E01029360","Cannock Chase 012B","E05006905","Cannock South",NA,"E07000192","Cannock Chase",28519,"Cannock Chase 012B"
"E01029462","East Staffordshire 003D","E05006933","Town",NA,"E07000193","East Staffordshire",28715,"East Staffordshire 003D"
"E01030347","Elmbridge 016B","E05011089","Weybridge St George's Hill",NA,"E07000207","Elmbridge",29443,"Elmbridge 016B"
"E01031934","Wiltshire 001B","E05008356","Cricklade and Latton",NA,"E06000054","Wiltshire",30935,"Wiltshire 001B"
"E01031942","Wiltshire 018E","E05008355","Corsham Without and Box Hill",NA,"E06000054","Wiltshire",30943,"Wiltshire 018E"
"E01032400","Wychavon 006B","E05007919","Lovett and North Claines",NA,"E07000238","Wychavon",31419,"Wychavon 006B"
"E01032550","Barnsley 010G","E05000993","St Helens",NA,"E08000016","Barnsley",31853,"Barnsley 010G"
"E01032551","Barnsley 010H","E05000988","Old Town",NA,"E08000016","Barnsley",31854,"Barnsley 010H"
"E01032585","Sheffield 072E","E05010874","Mosborough",NA,"E08000019","Sheffield",31931,"Sheffield 072E"
"E01032586","North East Derbyshire 014D","E05003426","Eckington North",NA,"E07000038","North East Derbyshire",31933,"North East Derbyshire 014D"
"E01032858","Rushmoor 009F","E05008996","North Town",NA,"E07000092","Rushmoor",32027,"Rushmoor 009F"
"E01032920","Oldham 011E","E05000734","St James'",NA,"E08000004","Oldham",32150,"Oldham 011E"
"E01032924","Barnsley 026F","E05000978","Darfield",NA,"E08000016","Barnsley",32185,"Barnsley 026F"
"E01032925","Barnsley 026G","E05000995","Wombwell",NA,"E08000016","Barnsley",32186,"Barnsley 026G"
"E01032926","Rotherham 012E","E05001031","Silverwood",NA,"E08000018","Rotherham",32187,"Rotherham 012E"
"E01032927","Rotherham 012F","E05001037","Wickersley",NA,"E08000018","Rotherham",32188,"Rotherham 012F"
"E01033008","Leeds 111A","E05001420","City and Hunslet",NA,"E08000035","Leeds",32217,"Leeds 111A"
"E01033013","Leeds 082E","E05001415","Beeston and Holbeck",NA,"E08000035","Leeds",32220,"Leeds 082E"
"E01033018","Leeds 112D","E05001420","City and Hunslet",NA,"E08000035","Leeds",32223,"Leeds 112D"
"E01033104","Kingston upon Hull 029E","E05001677","Myton",NA,"E06000010","Kingston upon Hull, City of",32309,"Kingston upon Hull 029E"
"E01033223","Preston 017F","E05005289","Town Centre",NA,"E07000123","Preston",32265,"Preston 017F"
"E01033224","Preston 017G","E05005289","Town Centre",NA,"E07000123","Preston",32266,"Preston 017G"
"E01033248","Worcester 011E","E05007883","Cathedral",NA,"E07000237","Worcester",32285,"Worcester 011E"
"E01033259","Doncaster 014E","E05010729","Armthorpe",NA,"E08000017","Doncaster",32296,"Doncaster 014E"
"E01033260","Doncaster 014F","E05010729","Armthorpe",NA,"E08000017","Doncaster",32297,"Doncaster 014F"
"E01033261","Sheffield 073A","E05010862","City",NA,"E08000019","Sheffield",32298,"Sheffield 073A"
"E01033262","Sheffield 073B","E05010862","City",NA,"E08000019","Sheffield",32299,"Sheffield 073B"
"E01033263","Sheffield 073C","E05010862","City",NA,"E08000019","Sheffield",32300,"Sheffield 073C"
"E01033264","Sheffield 073D","E05010862","City",NA,"E08000019","Sheffield",32301,"Sheffield 073D"
"E01033265","Sheffield 074C","E05010862","City",NA,"E08000019","Sheffield",32302,"Sheffield 074C"
"E01033266","Sheffield 074D","E05010862","City",NA,"E08000019","Sheffield",32303,"Sheffield 074D"
"E01033267","Sheffield 074E","E05010862","City",NA,"E08000019","Sheffield",32304,"Sheffield 074E"
"E01033268","Sheffield 075G","E05010873","Manor Castle",NA,"E08000019","Sheffield",32305,"Sheffield 075G"
"E01033269","Sheffield 022G","E05010861","Burngreave",NA,"E08000019","Sheffield",32401,"Sheffield 022G"
"E01033270","Sheffield 022H","E05010861","Burngreave",NA,"E08000019","Sheffield",32402,"Sheffield 022H"
"E01033271","Sheffield 040E","E05010875","Nether Edge and Sharrow",NA,"E08000019","Sheffield",32403,"Sheffield 040E"
"E01033272","Sheffield 040F","E05010875","Nether Edge and Sharrow",NA,"E08000019","Sheffield",32404,"Sheffield 040F"
"E01033273","Sheffield 042F","E05010862","City",NA,"E08000019","Sheffield",32405,"Sheffield 042F"
"E01033274","Sheffield 042G","E05010862","City",NA,"E08000019","Sheffield",32406,"Sheffield 042G"
"E01033275","Sheffield 008F","E05010880","Stannington",NA,"E08000019","Sheffield",32407,"Sheffield 008F"
"E01033276","Sheffield 073E","E05010882","Walkley",NA,"E08000019","Sheffield",32408,"Sheffield 073E"
"E01033277","Sheffield 011E","E05010868","Firth Park",NA,"E08000019","Sheffield",32409,"Sheffield 011E"
"E01033278","Sheffield 076E","E05010859","Birley",NA,"E08000019","Sheffield",32410,"Sheffield 076E"
"E01033279","Sheffield 076F","E05010859","Birley",NA,"E08000019","Sheffield",32411,"Sheffield 076F"
"E01033280","Sheffield 008G","E05010881","Stocksbridge and Upper Don",NA,"E08000019","Sheffield",32412,"Sheffield 008G"
"E01033387","Chesterfield 010F","E05003339","St Leonard's",NA,"E07000034","Chesterfield",32483,"Chesterfield 010F"
"W01000182","Conwy 007D","W05000144","Rhiw",NA,"W06000003","Conwy",33125,"Conwy 007D"
